protein.key,protein.Entry,protein.Accession,protein.Description,protein.dataBaseType,protein.score,protein.falsePositiveRate,protein.avgMass,protein.MatchedProducts,protein.matchedPeptides,protein.digestPeps,protein.seqCover(%),protein.MatchedPeptideIntenSum,protein.top3MatchedPeptideIntenSum,protein.MatchedProductIntenSum,protein.fmolOnColumn,protein.ngramOnColumn,protein.AutoCurate,protein.Key_ForHomologs
9561,sp|O95777|LSM8_HUMAN,U6,snRNA-associated Sm-like protein LSm8 OS=Homo sapiens GN=LSM8 PE=1 SV=3,Regular,280.3990,0.29,10402.6636,8,2,8,16.67,9362,25257,1081,13.4302,0.1397,Yellow,
6202,sp|Q9Y2C4|EXOG_HUMAN,Nuclease,EXOG_ mitochondrial OS=Homo sapiens GN=EXOG PE=1 SV=2,Regular,279.8301,0.29,41369.9317,21,7,24,16.58,12900,7011,3522,3.7280,0.1542,Yellow,
11291,sp|P52701|MSH6_HUMAN,DNA,mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2,Regular,279.3838,0.29,154610.7072,74,25,98,11.10,76507,27996,18116,14.8866,2.3016,Green,
16314,sp|O75940|SPF30_HUMAN,Survival,of motor neuron-related-splicing factor 30 OS=Homo sapiens GN=SMNDC1 PE=1 SV=1,Regular,278.0281,0.29,26882.2252,18,3,22,24.37,21098,21098,3751,11.2186,0.3016,Yellow,
19484,sp|Q53GI3|ZN394_HUMAN,Zinc,finger protein 394 OS=Homo sapiens GN=ZNF394 PE=1 SV=2,Regular,277.7899,0.29,65510.5735,16,7,50,6.95,142355,105730.5,22173,56.2211,3.6831,Green,
1290,sp|Q9UBL3|ASH2L_HUMAN,Set1/Ash2,histone methyltransferase complex subunit ASH2 OS=Homo sapiens GN=ASH2L PE=1 SV=1,Regular,276.6082,0.29,69350.2561,19,4,52,7.32,8126,7747.5,2786,4.1197,0.2857,Green,
1193,sp|Q6PL18|ATAD2_HUMAN,ATPase,family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1,Regular,276.2738,0.29,159923.0377,79,17,116,11.94,71411,31132,10605,16.5541,2.6474,Green,
12239,sp|P55209|NP1L1_HUMAN,Nucleosome,assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1,Regular,275.3337,0.29,45659.3476,20,5,25,13.30,25275,18205,3509,9.6803,0.4420,Green,
10355,sp|Q9NWU1|OXSM_HUMAN,3-oxoacyl-[acyl-carrier-protein],synthase_ mitochondrial OS=Homo sapiens GN=OXSM PE=1 SV=1,Regular,274.3107,0.29,49470.2675,22,5,29,15.69,17386,11826,5916,6.2884,0.3111,Green,
8315,sp|P52789|HXK2_HUMAN,Hexokinase-2,OS=Homo sapiens GN=HK2 PE=1 SV=2,Regular,274.0953,0.29,103805.7619,50,14,71,10.25,44301,12873.11,12494,6.8451,0.7106,Green,8086
16873,sp|Q9Y285|SYFA_HUMAN,Phenylalanine--tRNA,ligase alpha subunit OS=Homo sapiens GN=FARSA PE=1 SV=3,Regular,273.9728,0.29,57620.7843,23,7,37,4.53,26693,22321.5,7949,11.8692,0.6839,Green,
4425,sp|P15924|DESP_HUMAN,Desmoplakin,OS=Homo sapiens GN=DSP PE=1 SV=3,Regular,273.8088,0.29,334226.5534,208,57,266,12.12,317961,66888,60926,35.5670,11.8874,Green,10148
10650,sp|Q8WW12|PCNP_HUMAN,PEST,proteolytic signal-containing nuclear protein OS=Homo sapiens GN=PCNP PE=1 SV=2,Regular,272.7606,0.29,18924.9074,10,3,15,21.91,6820,6820,2436,3.6265,0.0686,Yellow,
749,sp|Q9UJX3|APC7_HUMAN,Anaphase-promoting,complex subunit 7 OS=Homo sapiens GN=ANAPC7 PE=1 SV=4,Regular,272.3211,0.29,67482.9528,39,11,48,15.19,67177,34917,7370,18.5668,1.2529,Green,
13956,sp|Q9NWT1|PK1IP_HUMAN,p21-activated,protein kinase-interacting protein 1 OS=Homo sapiens GN=PAK1IP1 PE=1 SV=2,Regular,270.4678,0.29,44534.1878,22,5,38,14.03,53793,18164,3853,9.6585,0.4301,Green,
7630,sp|Q5T3I0|GPTC4_HUMAN,G,patch domain-containing protein 4 OS=Homo sapiens GN=GPATCH4 PE=1 SV=2,Regular,268.4727,0.29,50609.3508,15,7,49,10.99,33618,27033,3609,14.3745,0.7275,Green,
19172,sp|Q8TED0|UTP15_HUMAN,U3,small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens GN=UTP15 PE=1 SV=3,Regular,267.9988,0.29,58757.4550,30,9,50,8.88,80825,61459,11924,32.6802,1.9202,Green,
10610,sp|P57723|PCBP4_HUMAN,Poly(rC)-binding,protein 4 OS=Homo sapiens GN=PCBP4 PE=2 SV=1,Regular,267.7125,0.29,41880.9849,24,7,22,10.42,32288,6831.39,4305,3.6325,0.1521,Green,10608 10609 10676
7126,sp|Q8TEQ6|GEMI5_HUMAN,Gem-associated,protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3,Regular,267.6355,0.29,170927.7031,79,22,114,11.87,103081,42278,20423,22.4809,3.8426,Green,
5173,sp|O43491|E41L2_HUMAN,Band,4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1,Regular,266.8799,0.29,113101.4487,39,11,108,11.64,41949,22047,10131,11.7233,1.3259,Green,
19525,sp|Q6NZY4|ZCHC8_HUMAN,Zinc,finger CCHC domain-containing protein 8 OS=Homo sapiens GN=ZCCHC8 PE=1 SV=2,Regular,266.8569,0.29,79204.7799,27,9,55,15.28,37560,20618,6193,10.9634,0.8684,Green,
1443,sp|Q6DD88|ATLA3_HUMAN,Atlastin-3,OS=Homo sapiens GN=ATL3 PE=1 SV=1,Regular,266.7739,0.29,60998.3116,38,8,48,14.05,32327,23468,6474,12.4789,0.7612,Yellow,
6005,sp|P62495|ERF1_HUMAN,Eukaryotic,peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3,Regular,265.4517,0.29,49259.0831,28,7,32,8.47,36268,27336,8175,14.5356,0.7160,Green,
5447,sp|Q9P035|HACD3_HUMAN,Very-long-chain,(3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens GN=HACD3 PE=1 SV=2,Regular,264.3029,0.29,43387.7476,16,4,23,11.60,9979,8327,2120,4.4278,0.1921,Green,
11670,sp|Q9HCD5|NCOA5_HUMAN,Nuclear,receptor coactivator 5 OS=Homo sapiens GN=NCOA5 PE=1 SV=2,Regular,263.6127,0.29,65764.6766,39,13,101,28.50,44957,12547,12901,6.6717,0.4388,Green,
16813,sp|Q8WXA9|SREK1_HUMAN,Splicing,regulatory glutamine/lysine-rich protein 1 OS=Homo sapiens GN=SREK1 PE=1 SV=1,Regular,263.1885,0.29,59437.3939,27,7,288,11.81,54860,22530,6876,11.9801,0.7121,Green,
11385,sp|O14974|MYPT1_HUMAN,Protein,phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1,Regular,263.1159,0.29,115680.0276,65,14,110,13.88,67956,27955,15175,14.8648,1.7196,Green,
13038,sp|Q5JRX3|PREP_HUMAN,Presequence,protease_ mitochondrial OS=Homo sapiens GN=PITRM1 PE=1 SV=3,Regular,262.5859,0.29,118439.3404,57,14,76,11.76,56027,16240,8373,8.6355,1.0228,Green,
4378,sp|Q9Y6V7|DDX49_HUMAN,Probable,ATP-dependent RNA helicase DDX49 OS=Homo sapiens GN=DDX49 PE=1 SV=1,Regular,262.4863,0.29,54853.6623,32,7,43,10.56,77286,20400.86,7971,10.8480,0.5950,Green,2890 11121 14255
4683,sp|P60981|DEST_HUMAN,Destrin,OS=Homo sapiens GN=DSTN PE=1 SV=3,Regular,262.2556,0.29,18961.9812,9,1,19,4.24,23448,0,3460,,,Green,3386 3576
14238,sp|P10619|PPGB_HUMAN,Lysosomal,protective protein OS=Homo sapiens GN=CTSA PE=1 SV=2,Regular,261.3650,0.28,54979.4217,20,3,25,2.71,21404,50874,4454,27.0517,1.4873,Green,
3951,sp|Q6PD62|CTR9_HUMAN,RNA,polymerase-associated protein CTR9 homolog OS=Homo sapiens GN=CTR9 PE=1 SV=1,Regular,261.2959,0.28,134414.9289,49,14,103,9.21,76231,43850,13806,23.3168,3.1341,Green,
15623,sp|Q9H9S3|S61A2_HUMAN,Protein,transport protein Sec61 subunit alpha isoform 2 OS=Homo sapiens GN=SEC61A2 PE=2 SV=3,Regular,260.7587,0.28,52704.1042,15,3,26,4.62,46141,0,6748,,,Green,15229
5862,sp|P09104|ENOG_HUMAN,Gamma-enolase,OS=Homo sapiens GN=ENO2 PE=1 SV=3,Regular,260.3235,0.28,47610.8108,10,1,30,4.15,12413,0,5128,,,Green,5155 5906
14219,sp|O60508|PRP17_HUMAN,Pre-mRNA-processing,factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1,Regular,260.0930,0.28,66205.7023,25,6,52,11.05,19854,14051,4601,7.4715,0.4947,Green,
13490,sp|Q9BQ04|RBM4B_HUMAN,RNA-binding,protein 4B OS=Homo sapiens GN=RBM4B PE=1 SV=1,Regular,257.8660,0.34,40491.8644,15,3,29,7.80,24028,0,3330,,,Green,13420
5838,sp|Q02241|KIF23_HUMAN,Kinesin-like,protein KIF23 OS=Homo sapiens GN=KIF23 PE=1 SV=3,Regular,257.2067,0.34,111085.5102,51,14,80,12.92,65145,22910,9154,12.1822,1.3533,Green,
11779,sp|Q9H8H0|NOL11_HUMAN,Nucleolar,protein 11 OS=Homo sapiens GN=NOL11 PE=1 SV=1,Regular,254.1718,0.34,82093.1805,37,9,57,9.04,87347,53833,15259,28.6251,2.3499,Green,
17171,sp|P40227|TCPZ_HUMAN,T-complex,protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3,Regular,253.5977,0.34,58480.4968,47,9,41,10.36,63701,34887,18166,18.5508,1.0849,Green,17346
13299,sp|O00487|PSDE_HUMAN,26S,proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1,Regular,253.4859,0.34,34748.2400,15,4,19,17.10,17874,18168,3365,9.6606,0.3357,Yellow,
12558,sp|Q9H4L5|OSBL3_HUMAN,Oxysterol-binding,protein-related protein 3 OS=Homo sapiens GN=OSBPL3 PE=1 SV=1,Regular,253.4375,0.34,102193.2385,47,12,60,11.50,37590,17772,11189,9.4501,0.9657,Green,
2442,sp|P24941|CDK2_HUMAN,Cyclin-dependent,kinase 2 OS=Homo sapiens GN=CDK2 PE=1 SV=2,Regular,251.5896,0.34,34100.6576,14,5,27,16.11,18003,6287.228,5989,3.3432,0.1140,Green,2347 2586 2644 2807
11055,sp|O15091|MRRP3_HUMAN,Mitochondrial,ribonuclease P protein 3 OS=Homo sapiens GN=KIAA0391 PE=1 SV=2,Regular,251.6860,0.34,68056.7974,50,12,56,14.24,51696,22998,5890,12.2290,0.8323,Green,
5076,sp|Q9H9B1|EHMT1_HUMAN,Histone-lysine,N-methyltransferase EHMT1 OS=Homo sapiens GN=EHMT1 PE=1 SV=4,Regular,251.5551,0.34,144089.7710,63,16,112,6.78,144382,28378,27505,15.0897,2.1743,Green,
5171,sp|Q12929|EPS8_HUMAN,Epidermal,growth factor receptor kinase substrate 8 OS=Homo sapiens GN=EPS8 PE=1 SV=1,Regular,251.5338,0.34,92223.8318,52,13,59,16.55,65131,16036,7787,8.5270,0.7864,Yellow,
12937,sp|Q8IWS0|PHF6_HUMAN,PHD,finger protein 6 OS=Homo sapiens GN=PHF6 PE=1 SV=1,Regular,251.5199,0.34,42431.0718,28,7,34,13.70,23534,10770,4522,5.7268,0.2430,Yellow,
14387,sp|P35251|RFC1_HUMAN,Replication,factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4,Regular,250.7061,0.34,128768.0379,101,26,96,16.03,340605,216087,59955,114.9020,14.7957,Green,
18034,sp|Q12888|TP53B_HUMAN,TP53-binding,protein 1 OS=Homo sapiens GN=TP53BP1 PE=1 SV=2,Regular,250.5570,0.34,215627.6628,90,23,146,11.92,109037,33813,20491,17.9797,3.8769,Green,
6087,sp|P50502|F10A1_HUMAN,Hsc70-interacting,protein OS=Homo sapiens GN=ST13 PE=1 SV=2,Regular,250.4856,0.34,41502.9036,21,7,27,10.03,68424,23099,6301,12.2827,0.5098,Green,
217,sp|P61221|ABCE1_HUMAN,ATP-binding,cassette sub-family E member 1 OS=Homo sapiens GN=ABCE1 PE=1 SV=1,Regular,250.1575,0.34,68283.9230,32,10,43,12.35,54550,29920,8699,15.9097,1.0864,Green,312
8272,sp|A0M8Q6|IGLC7_HUMAN,Immunoglobulin,lambda constant 7 OS=Homo sapiens GN=IGLC7 PE=1 SV=3,Regular,250.1462,0.34,11424.6835,9,2,7,17.92,5751,0,1077,,,Green,8240 8241 8372 8373 8415 8572
5707,sp|O75525|KHDR3_HUMAN,KH,domain-containing_ RNA-binding_ signal transduction-associated protein 3 OS=Homo sapiens GN=KHDRBS3 PE=1 SV=1,Regular,250.1011,0.34,38799.5666,15,2,16,4.34,45634,0,5944,,,Green,5558 5618
1071,sp|Q9NQW6|ANLN_HUMAN,Anillin,OS=Homo sapiens GN=ANLN PE=1 SV=2,Regular,249.7663,0.34,125567.6773,79,19,98,16.90,89595,29158,22024,15.5045,1.9469,Green,
5265,sp|O75821|EIF3G_HUMAN,Eukaryotic,translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2,Regular,249.5908,0.34,35896.1976,11,2,32,9.38,6695,10042.5,2095,5.3400,0.1917,Yellow,
1367,sp|Q9Y679|AUP1_HUMAN,Ancient,ubiquitous protein 1 OS=Homo sapiens GN=AUP1 PE=1 SV=1,Regular,249.0260,0.34,53541.5872,29,6,35,12.18,20136,11994,4794,6.3777,0.3415,Yellow,
5555,sp|Q7L273|KCTD9_HUMAN,BTB/POZ,domain-containing protein KCTD9 OS=Homo sapiens GN=KCTD9 PE=1 SV=1,Regular,248.7252,0.34,43194.0326,14,4,26,6.68,66194,62308,6309,33.1316,1.4311,Green,
10467,sp|Q9HC10|OTOF_HUMAN,Otoferlin,OS=Homo sapiens GN=OTOF PE=1 SV=3,Regular,248.2307,0.34,228350.1952,16,8,149,0.90,143069,0,5181,,,Green,13327
15735,sp|Q15020|SART3_HUMAN,Squamous,cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1,Regular,248.1766,0.34,110790.1174,65,14,75,16.30,70616,22605,14060,12.0200,1.3317,Green,
12080,sp|Q92621|NU205_HUMAN,Nuclear,pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=3,Regular,247.3458,0.34,230317.0394,93,20,143,6.26,129449,36404,23173,19.3575,4.4583,Green,
11045,sp|P53985|MOT1_HUMAN,Monocarboxylate,transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3,Regular,247.0816,0.34,54628.5859,18,4,28,6.60,44742,26287,3726,13.9778,0.7636,Yellow,
10903,sp|Q6IN84|MRM1_HUMAN,rRNA,methyltransferase 1_ mitochondrial OS=Homo sapiens GN=MRM1 PE=1 SV=1,Regular,247.0369,0.34,39094.6475,20,6,26,11.05,15104,7026,3225,3.7360,0.1461,Yellow,
4465,sp|Q96PD2|DCBD2_HUMAN,Discoidin_,CUB and LCCL domain-containing protein 2 OS=Homo sapiens GN=DCBLD2 PE=1 SV=1,Regular,246.9323,0.34,85947.2030,31,9,47,14.06,196344,178845,13780,95.0990,8.1735,Yellow,
13494,sp|Q96I51|RCC1L_HUMAN,RCC1-like,G exchanging factor-like protein OS=Homo sapiens GN=RCC1L PE=1 SV=2,Regular,246.7428,0.34,50738.2440,22,5,32,9.27,17166,7432.5,7254,3.9522,0.2005,Green,
14893,sp|O95707|RPP29_HUMAN,Ribonuclease,P protein subunit p29 OS=Homo sapiens GN=POP4 PE=1 SV=2,Regular,246.7204,0.34,25595.8441,14,5,14,15.00,21037,4848,1822,2.5779,0.0660,Yellow,
2801,sp|P48960|CD97_HUMAN,CD97,antigen OS=Homo sapiens GN=CD97 PE=1 SV=4,Regular,246.0193,0.34,94663.7437,14,2,47,2.40,8983,14520,1334,7.7209,0.7309,Green,
5754,sp|Q8N752|KC1AL_HUMAN,Casein,kinase I isoform alpha-like OS=Homo sapiens GN=CSNK1A1L PE=2 SV=2,Regular,244.7950,0.39,39314.1125,17,6,27,8.90,16697,8975.502,3387,4.7726,0.1876,Green,8830
2586,sp|Q9NYV4|CDK12_HUMAN,Cyclin-dependent,kinase 12 OS=Homo sapiens GN=CDK12 PE=1 SV=2,Regular,243.9945,0.39,164839.1267,54,18,117,8.79,60364,23633,11820,12.5666,2.0715,Green,2347 2442 2644 2807
11745,sp|P07197|NFM_HUMAN,Neurofilament,medium polypeptide OS=Homo sapiens GN=NEFM PE=1 SV=3,Regular,244.5009,0.39,102529.1801,36,10,108,7.75,119649,65200.27,34703,34.6696,3.5546,Green,15010
4492,sp|Q9BUN8|DERL1_HUMAN,Derlin-1,OS=Homo sapiens GN=DERL1 PE=1 SV=1,Regular,244.3472,0.39,28914.9262,9,2,15,10.36,16738,25107,5343,13.3504,0.3860,Green,
5264,sp|Q9BY44|EIF2A_HUMAN,Eukaryotic,translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3,Regular,243.9549,0.39,65560.4602,39,10,41,12.99,32875,15408,7650,8.1930,0.5371,Green,
16872,sp|Q5JPH6|SYEM_HUMAN,Probable,glutamate--tRNA ligase_ mitochondrial OS=Homo sapiens GN=EARS2 PE=1 SV=2,Regular,243.5512,0.39,59144.9097,27,7,42,12.81,21905,14650,4531,7.7900,0.4607,Yellow,
12204,sp|Q12769|NU160_HUMAN,Nuclear,pore complex protein Nup160 OS=Homo sapiens GN=NUP160 PE=1 SV=3,Regular,243.4690,0.39,164459.7337,53,12,88,7.03,55391,21960,11288,11.6770,1.9204,Green,
16241,sp|Q8WXF0|SRS12_HUMAN,Serine/arginine-rich,splicing factor 12 OS=Homo sapiens GN=SRSF12 PE=2 SV=1,Regular,242.8649,0.39,30683.0330,15,3,19,8.81,33427,0,5970,,,Green,16567
9077,sp|O95239|KIF4A_HUMAN,Chromosome-associated,kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3,Regular,232.1588,0.39,141478.0329,73,22,112,10.63,205508,103993,31195,55.2972,7.8233,Green,9109
16279,sp|O00267|SPT5H_HUMAN,Transcription,elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1,Regular,241.3624,0.39,121398.9661,60,15,87,14.90,46301,17745,10471,9.4357,1.1455,Green,
15702,sp|Q9UGP8|SEC63_HUMAN,Translocation,protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2,Regular,241.2739,0.39,88396.2814,35,9,72,10.39,43499,22234,6118,11.8227,1.0451,Green,
13428,sp|P46063|RECQ1_HUMAN,ATP-dependent,DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3,Regular,241.0932,0.39,74484.0032,40,10,52,11.86,75319,56220,12003,29.8944,2.2267,Yellow,
4319,sp|O75534|CSDE1_HUMAN,Cold,shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2,Regular,240.9913,0.39,89740.1994,34,15,77,9.02,84874,59112,9951,31.4322,2.8207,Green,
7779,sp|Q2TB90|HKDC1_HUMAN,Putative,hexokinase HKDC1 OS=Homo sapiens GN=HKDC1 PE=1 SV=3,Regular,240.1968,0.39,103856.6653,50,15,76,6.54,335343,283642.5,131048,150.8239,15.6641,Green,8086
592,sp|Q01484|ANK2_HUMAN,Ankyrin-2,OS=Homo sapiens GN=ANK2 PE=1 SV=4,Regular,240.0945,0.39,436224.3996,98,32,326,3.01,218776,11979.09,33429,6.3698,2.7786,Green,564
10365,sp|Q96DU9|PABP5_HUMAN,Polyadenylate-binding,protein 5 OS=Homo sapiens GN=PABPC5 PE=2 SV=1,Regular,240.0338,0.39,43672.9457,21,6,31,5.76,71136,35625.23,10596,18.9433,0.8273,Green,10537 10861
3057,sp|Q86X52|CHSS1_HUMAN,Chondroitin,sulfate synthase 1 OS=Homo sapiens GN=CHSY1 PE=1 SV=3,Regular,239.4425,0.39,92411.8975,28,7,66,5.24,356399,343737,59666,182.7786,16.8909,Green,
8639,sp|P35900|K1C20_HUMAN,Keratin_,type I cytoskeletal 20 OS=Homo sapiens GN=KRT20 PE=1 SV=1,Regular,239.3418,0.39,48543.7226,24,7,39,9.67,86026,4567.53,26549,2.4287,0.1179,Green,5597 5746 5807 8638 8697 8751 8855 8888
12759,sp|P52948|NUP98_HUMAN,Nuclear,pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4,Regular,238.3250,0.39,198720.1576,85,22,105,11.89,168428,41405,25577,22.0167,4.3752,Green,
14563,sp|Q92901|RL3L_HUMAN,60S,ribosomal protein L3-like OS=Homo sapiens GN=RPL3L PE=2 SV=3,Regular,237.3347,0.39,46638.2131,14,2,35,4.18,102980,0,17908,,,Green,14613
18841,sp|P07947|YES_HUMAN,Tyrosine-protein,kinase Yes OS=Homo sapiens GN=YES1 PE=1 SV=3,Regular,237.1171,0.39,61314.5908,15,2,38,2.95,23193,0,8157,,,Green,5477 6334 6878 9874
6878,sp|P06241|FYN_HUMAN,Tyrosine-protein,kinase Fyn OS=Homo sapiens GN=FYN PE=1 SV=3,Regular,237.1171,0.39,61275.2542,15,2,45,2.98,23193,0,8157,,,Green,5477 6334 9874 18841
15487,sp|O15127|SCAM2_HUMAN,Secretory,carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2,Regular,236.8806,0.39,37105.1772,14,2,12,9.73,18437,27655.5,5581,14.7055,0.5457,Green,
136,sp|Q9ULW3|ABT1_HUMAN,Activator,of basal transcription 1 OS=Homo sapiens GN=ABT1 PE=1 SV=1,Regular,236.5845,0.39,31136.0039,22,4,28,12.87,24461,15361.5,9994,8.1683,0.2543,Yellow,
2297,sp|Q96G23|CERS2_HUMAN,Ceramide,synthase 2 OS=Homo sapiens GN=CERS2 PE=1 SV=1,Regular,236.5088,0.39,44990.2784,15,4,28,6.58,30053,38902.5,4831,20.6860,0.9307,Green,
8321,sp|P51553|IDH3G_HUMAN,Isocitrate,dehydrogenase [NAD] subunit gamma_ mitochondrial OS=Homo sapiens GN=IDH3G PE=1 SV=1,Regular,236.4812,0.39,43193.5840,15,3,24,15.52,19876,19876,6360,10.5689,0.4565,Yellow,
11891,sp|Q9NVX2|NLE1_HUMAN,Notchless,protein homolog 1 OS=Homo sapiens GN=NLE1 PE=1 SV=4,Regular,235.6149,0.39,53833.5591,27,8,32,16.29,33797,24904,5040,13.2424,0.7129,Yellow,
2438,sp|Q9H5V8|CDCP1_HUMAN,CUB,domain-containing protein 1 OS=Homo sapiens GN=CDCP1 PE=1 SV=3,Regular,234.3663,0.38,94357.5464,41,11,57,10.05,48777,24702,11320,13.1350,1.2394,Green,
19159,sp|Q93009|UBP7_HUMAN,Ubiquitin,carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=2,Regular,233.8029,0.38,129385.8889,52,13,98,10.53,67769,41002,11787,21.8024,2.8209,Green,
4587,sp|Q92466|DDB2_HUMAN,DNA,damage-binding protein 2 OS=Homo sapiens GN=DDB2 PE=1 SV=1,Regular,232.6209,0.44,48491.3511,26,8,28,14.99,47246,10060,4453,5.3493,0.2594,Green,7429
9439,sp|Q4G0J3|LARP7_HUMAN,La-related,protein 7 OS=Homo sapiens GN=LARP7 PE=1 SV=1,Regular,232.2780,0.44,67183.8787,42,15,72,23.20,72865,33183,7828,17.6447,1.1854,Green,
4619,sp|Q9UJV9|DDX41_HUMAN,Probable,ATP-dependent RNA helicase DDX41 OS=Homo sapiens GN=DDX41 PE=1 SV=2,Regular,232.0074,0.44,70522.1052,48,14,63,15.43,106917,71512,14123,38.0258,2.6817,Yellow,
15136,sp|Q7L4I2|RSRC2_HUMAN,Arginine/serine-rich,coiled-coil protein 2 OS=Homo sapiens GN=RSRC2 PE=1 SV=1,Regular,231.1103,0.44,50616.7779,21,4,28,10.37,13940,13035,3435,6.9312,0.3508,Yellow,
4765,sp|O75937|DNJC8_HUMAN,DnaJ,homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2,Regular,231.0487,0.44,29841.6991,22,5,29,24.51,27588,17585,5472,9.3506,0.2790,Yellow,
568,sp|Q9ULX6|AKP8L_HUMAN,A-kinase,anchor protein 8-like OS=Homo sapiens GN=AKAP8L PE=1 SV=3,Regular,230.2813,0.44,72105.1192,35,7,42,12.54,41140,28134,5392,14.9600,1.0787,Green,
6522,sp|Q9NZB2|F120A_HUMAN,Constitutive,coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2,Regular,230.1212,0.44,123085.4648,48,14,70,8.50,92005,29769,9453,15.8294,1.9484,Green,
742,sp|P63010|AP2B1_HUMAN,AP-2,complex subunit beta OS=Homo sapiens GN=AP2B1 PE=1 SV=1,Regular,230.0930,0.44,105465.1913,39,10,71,9.82,66040,35278.38,9191,18.7589,1.9784,Green,599
9708,sp|Q9Y2U8|MAN1_HUMAN,Inner,nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2,Regular,229.5435,0.44,100853.0389,46,15,78,10.32,86414,14244,11810,7.5741,0.7639,Green,
3495,sp|Q9BWS9|CHID1_HUMAN,Chitinase,domain-containing protein 1 OS=Homo sapiens GN=CHID1 PE=1 SV=1,Regular,229.3826,0.44,45111.7761,14,5,31,8.91,18668,10497,1983,5.5817,0.2518,Yellow,
13400,sp|Q9Y4C8|RBM19_HUMAN,Probable,RNA-binding protein 19 OS=Homo sapiens GN=RBM19 PE=1 SV=3,Regular,228.8693,0.44,107788.1019,43,12,81,9.06,64725,14814,8987,7.8772,0.8491,Green,
4822,sp|Q13217|DNJC3_HUMAN,DnaJ,homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1,Regular,227.3892,0.49,58036.4406,24,6,41,11.31,27910,14212,6674,7.5571,0.4386,Green,
3823,sp|Q7KZN9|COX15_HUMAN,Cytochrome,c oxidase assembly protein COX15 homolog OS=Homo sapiens GN=COX15 PE=1 SV=1,Regular,227.2560,0.49,46372.4684,17,2,27,7.07,12640,18960,4222,10.0818,0.4675,Yellow,
17131,sp|Q9Y3Q8|T22D4_HUMAN,TSC22,domain family protein 4 OS=Homo sapiens GN=TSC22D4 PE=1 SV=2,Regular,226.3749,0.49,41083.1169,10,5,30,5.57,31320,39928.5,4239,21.2316,0.8723,Green,
13159,sp|Q13523|PRP4B_HUMAN,Serine/threonine-protein,kinase PRP4 homolog OS=Homo sapiens GN=PRPF4B PE=1 SV=3,Regular,225.8570,0.49,117329.1913,40,8,82,4.37,79718,55644,7781,29.5881,3.4715,Green,
7435,sp|Q92643|GPI8_HUMAN,GPI-anchor,transamidase OS=Homo sapiens GN=PIGK PE=1 SV=2,Regular,225.7964,0.49,45537.0213,25,5,27,9.11,16266,12110,3546,6.4394,0.2932,Green,
18772,sp|P63279|UBC9_HUMAN,SUMO-conjugating,enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=1 SV=1,Regular,225.7075,0.49,18234.9633,15,3,13,14.56,16133,16133,2693,8.5786,0.1564,Yellow,
5144,sp|Q9Y262|EIF3L_HUMAN,Eukaryotic,translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1,Regular,225.6271,0.49,66955.2242,31,7,38,8.87,38878,21232,6990,11.2899,0.7559,Green,
